"rank","name","other_names","population_0","population_1000","population_1500","population_1800","population_1900","population_1950","population_1975","population_2025","max_area","max_density"
"#85.","Diyarbakir","",0,0,0,0,0,0,125051.0000000001,648874,75,9412.999999999995
"#86.","Samsun","",0,0,0,0,0,0,160473.99999999988,643552,77,8358
"#87.","Mosul","Al Mawsil, al-Mawsil",120000,46231,45000,45000,65083,147400,0,0,65.32142728788372,21248.382923673995
"#88.","Sumgayit","",0,0,0,0,0,0,125055.99999999991,637053,145,4894.999999999996
"#89.","Van","",0,0,0,0,0,0,86638.99999999996,623590,64,9744
"#90.","Mashhad","Meshed, Ma`shad",0,0,0,20182,68404,213006,0,0,81.2460776298453,18123.309361895877
"#91.","Eskisehir","",0,0,0,0,0,0,198356.99999999988,608474,70,8692
"#92.","Seeb","",0,0,0,0,0,0,0,604497,137,4412
"#93.","Tabuk","",0,0,0,0,0,0,0,586538,86,6820
"#94.","Khamis Mushayt","",0,0,0,0,0,0,0,580849,97,5988
"#95.","Latakia","",0,0,0,0,0,0,136394,573263,60,9635.999999999996
"#96.","Esfahân","Isfahan, Ispahan, Aspanada",0,44636,50000,52143,80671,212145,0,0,57.79787542595632,17408.753646083103
"#97.","Kahramanmara?","",0,0,0,0,0,0,179286.00000000003,554382,62,8942
"#98.","Jiddah","Jeddah, Jedda, Djeddah, Juddah, Gedda, Gidda",0,0,0,20000,30000,95000,0,0,86.25408381065249,16981.862440400644
"#99.","Rasht","",0,0,0,0,0,0,188540.00000000012,553734,72.99999999999999,7691
"#100.","At Ta'if","",0,0,0,0,0,0,228429.00000000015,489683,98.99999999999999,5566.000000000002
"#101.","Khan Yunis","",0,0,0,0,0,0,65582.99999999996,550993,101,5455
"#102.","Hatay","",0,0,0,0,0,0,71735.99999999994,548676,77.00000000000003,7126
"#103.","Tabrîz","Tebriz, Tauris",0,20000,250000,75000,184868,272450,0,0,46.06633102108905,44803.60065466449
"#104.","Jafar Muhammad Ali; Habib ash Shalal; Jasim; Karim as Salih; Rashid al Ghantus; Ahmad Jamil; Albu Dhahir; Albu Zahir; Al Azari; Al Jurnah; Abd al Karim; Mahmud al Habib; Husayn Ali Mahmud Hamad; Albu Hamd Shihab; Tarmiyah; Hummadi; As Salman; Ahmad al Yasin; Khalil Ibrahim al Amiri; Albu Abdi; Al Kasereen; Al Jamaah; At Tabi; Hamd ash Shihab; Kazim as Sadi; Muhammad al Jayb; Mulla Muslih; Muslih; Sajir Zabir; Salih al Hamad; Shaykh Hamad az Zahir","",0,0,0,0,0,0,149931,545024,73,7466
"#105.","Zahedan","",0,0,0,0,0,0,0,541633,66,8207
"#106.","Denizli","",0,0,0,0,0,0,153940.0000000001,501994,88.99999999999999,7541.999999999996
"#107.","'Ammân","Rabbah Ammon, Rabbath Amon, Philadelphia",0,0,0,0,0,87833,0,0,58.5704866456831,12834.409990371201
"#108.","Kerman","",0,0,0,0,0,0,61033.00000000005,514220,108.00000000000003,4761
"#109.","Malatya","",0,0,0,0,0,0,136461.9999999999,510425,49,10417
"#110.","Hamedan","",0,0,0,0,0,0,120657.0000000001,504366,76,6648.000000000004
"#111.","Ctesiphon","Taq-I  Kisra",0,0,0,0,0,0,0,0,-Infinity,
"#112.","`Adan","",0,0,0,0,0,0,0,497379,42,11842
"#113.","Izmir","Smyrna",107500,107500,107500,127467,198102,232400,0,0,31.4916875500798,46538.70732603998
"#114.","Yazd","",0,0,0,0,0,0,0,487690,118.00000000000004,4133
"#115.","Al-Kut","",0,0,0,0,0,0,86919.00000000006,487072,59.000000000000014,8255
"#116.","Tripoli","",0,0,0,0,0,0,54396.00000000001,309234,33,14602.999999999995
"#117.","Batman","",0,0,0,0,0,0,0,481850,41,11752
"#118.","Ramadi","",0,0,0,0,0,0,88127.00000000006,463730,71,6531
"#119.","Adana","Seyhan, Batnae",0,0,0,30000,45000,143600,0,0,1.643835616438356,275422.30833333335
"#120.","Haifa","",0,0,0,0,0,0,172750.99999999988,449588,122,3756.000000000001
